sentence,model,query_mode,prompt_style,shot,correct,condition,,,
She used a rope to tie the boxes together.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
She used a rope to tie the boxes together.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
She used a rope to tie the boxes together.,gpt,api,direct,few,TRUE,api_direct_few,,,
She used a rope to tie the boxes together.,gpt,api,cot,few,TRUE,api_cot_few,,,
He learned how to tie the knot securely.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
He learned how to tie the knot securely.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
He learned how to tie the knot securely.,gpt,api,direct,few,TRUE,api_direct_few,,,
He learned how to tie the knot securely.,gpt,api,cot,few,TRUE,api_cot_few,,,
They worked together to tie the fence posts in place.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
They worked together to tie the fence posts in place.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
They worked together to tie the fence posts in place.,gpt,api,direct,few,TRUE,api_direct_few,,,
They worked together to tie the fence posts in place.,gpt,api,cot,few,TRUE,api_cot_few,,,
The instructions explained how to tie the cables safely.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The instructions explained how to tie the cables safely.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The instructions explained how to tie the cables safely.,gpt,api,direct,few,TRUE,api_direct_few,,,
The instructions explained how to tie the cables safely.,gpt,api,cot,few,TRUE,api_cot_few,,,
He used a file to smooth the sharp edge of the metal.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
He used a file to smooth the sharp edge of the metal.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
He used a file to smooth the sharp edge of the metal.,gpt,api,direct,few,TRUE,api_direct_few,,,
He used a file to smooth the sharp edge of the metal.,gpt,api,cot,few,TRUE,api_cot_few,,,
The mechanic reached for a file to remove the burrs.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The mechanic reached for a file to remove the burrs.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The mechanic reached for a file to remove the burrs.,gpt,api,direct,few,TRUE,api_direct_few,,,
The mechanic reached for a file to remove the burrs.,gpt,api,cot,few,TRUE,api_cot_few,,,
She ran the file across the surface until it was smooth.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
She ran the file across the surface until it was smooth.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
She ran the file across the surface until it was smooth.,gpt,api,direct,few,TRUE,api_direct_few,,,
She ran the file across the surface until it was smooth.,gpt,api,cot,few,TRUE,api_cot_few,,,
She decided to file a complaint with the city office.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
She decided to file a complaint with the city office.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
She decided to file a complaint with the city office.,gpt,api,direct,few,TRUE,api_direct_few,,,
She decided to file a complaint with the city office.,gpt,api,cot,few,TRUE,api_cot_few,,,
They will file the paperwork before the deadline.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
They will file the paperwork before the deadline.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
They will file the paperwork before the deadline.,gpt,api,direct,few,TRUE,api_direct_few,,,
They will file the paperwork before the deadline.,gpt,api,cot,few,TRUE,api_cot_few,,,
He plans to file his tax return tomorrow.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
He plans to file his tax return tomorrow.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
He plans to file his tax return tomorrow.,gpt,api,direct,few,TRUE,api_direct_few,,,
He plans to file his tax return tomorrow.,gpt,api,cot,few,TRUE,api_cot_few,,,
She opened the file on her computer to review the report.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
She opened the file on her computer to review the report.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
She opened the file on her computer to review the report.,gpt,api,direct,few,TRUE,api_direct_few,,,
She opened the file on her computer to review the report.,gpt,api,cot,few,TRUE,api_cot_few,,,
The lawyer pulled the case file from the cabinet.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
The lawyer pulled the case file from the cabinet.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
The lawyer pulled the case file from the cabinet.,gpt,api,direct,few,TRUE,api_direct_few,,,
The lawyer pulled the case file from the cabinet.,gpt,api,cot,few,TRUE,api_cot_few,,,
Each employee has a file stored in the archive room.,gpt,api,direct,zero,TRUE,api_direct_zero,,,
Each employee has a file stored in the archive room.,gpt,api,cot,zero,TRUE,api_cot_zero,,,
Each employee has a file stored in the archive room.,gpt,api,direct,few,TRUE,api_direct_few,,,
Each employee has a file stored in the archive room.,gpt,api,cot,few,TRUE,api_cot_few,,,
The fisherman sat quietly on the bank watching the water.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The fisherman sat quietly on the bank watching the water.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The fisherman sat quietly on the bank watching the water.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The fisherman sat quietly on the bank watching the water.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
Extreme flooding has caused the bank to erode over time.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
Extreme flooding has caused the bank to erode over time.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
Extreme flooding has caused the bank to erode over time.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
Extreme flooding has caused the bank to erode over time.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",deepseek,manual,direct,few,TRUE,manual_direct_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",deepseek,manual,cot,few,TRUE,manual_cot_few,,,
I went to the bank to apply for a loan.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
I went to the bank to apply for a loan.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
I went to the bank to apply for a loan.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
I went to the bank to apply for a loan.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The bank teller handed me my change.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The bank teller handed me my change.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The bank teller handed me my change.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The bank teller handed me my change.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
"Every Friday, I deposit my paycheck in the bank.",deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
"Every Friday, I deposit my paycheck in the bank.",deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
"Every Friday, I deposit my paycheck in the bank.",deepseek,manual,direct,few,TRUE,manual_direct_few,,,
"Every Friday, I deposit my paycheck in the bank.",deepseek,manual,cot,few,TRUE,manual_cot_few,,,
Federal law insures your money at the bank.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
Federal law insures your money at the bank.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
Federal law insures your money at the bank.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
Federal law insures your money at the bank.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The fisherman sat quietly on the bank watching the water.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The fisherman sat quietly on the bank watching the water.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The fisherman sat quietly on the bank watching the water.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The fisherman sat quietly on the bank watching the water.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
Extreme flooding has caused the bank to erode over time.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
Extreme flooding has caused the bank to erode over time.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
Extreme flooding has caused the bank to erode over time.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
Extreme flooding has caused the bank to erode over time.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",deepseek,manual,direct,few,TRUE,manual_direct_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",deepseek,manual,cot,few,TRUE,manual_cot_few,,,
I went to the bank to apply for a loan.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
I went to the bank to apply for a loan.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
I went to the bank to apply for a loan.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
I went to the bank to apply for a loan.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The bank teller handed me my change.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The bank teller handed me my change.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The bank teller handed me my change.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The bank teller handed me my change.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
"Every Friday, I deposit my paycheck in the bank.",deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
"Every Friday, I deposit my paycheck in the bank.",deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
"Every Friday, I deposit my paycheck in the bank.",deepseek,manual,direct,few,TRUE,manual_direct_few,,,
"Every Friday, I deposit my paycheck in the bank.",deepseek,manual,cot,few,TRUE,manual_cot_few,,,
Federal law insures your money at the bank.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
Federal law insures your money at the bank.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
Federal law insures your money at the bank.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
Federal law insures your money at the bank.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
He adjusted his grip before releasing the pitch toward home plate.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
He adjusted his grip before releasing the pitch toward home plate.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
He adjusted his grip before releasing the pitch toward home plate.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
He adjusted his grip before releasing the pitch toward home plate.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",deepseek,manual,direct,zero,FALSE,manual_direct_zero,incorrect,sentence 1,sentence 1_incorrect_manual_direct_zero
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",deepseek,manual,cot,zero,FALSE,manual_cot_zero,incorrect,sentence 1,sentence 1_incorrect_manual_cot_zero
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",deepseek,manual,direct,few,TRUE,manual_direct_few,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",deepseek,manual,cot,few,TRUE,manual_cot_few,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
"His pitch veered slightly to the left, missing the target by inches.",deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
"His pitch veered slightly to the left, missing the target by inches.",deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
"His pitch veered slightly to the left, missing the target by inches.",deepseek,manual,direct,few,TRUE,manual_direct_few,,,
"His pitch veered slightly to the left, missing the target by inches.",deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The startup refined its pitch to better explain the value of the product.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The startup refined its pitch to better explain the value of the product.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The startup refined its pitch to better explain the value of the product.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The startup refined its pitch to better explain the value of the product.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",deepseek,manual,direct,few,TRUE,manual_direct_few,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",deepseek,manual,cot,few,TRUE,manual_cot_few,,,
Investors listened carefully as the founder began his pitch.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
Investors listened carefully as the founder began his pitch.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
Investors listened carefully as the founder began his pitch.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
Investors listened carefully as the founder began his pitch.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
"After feedback from mentors, the team revised the pitch before presenting again.",deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
"After feedback from mentors, the team revised the pitch before presenting again.",deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
"After feedback from mentors, the team revised the pitch before presenting again.",deepseek,manual,direct,few,TRUE,manual_direct_few,,,
"After feedback from mentors, the team revised the pitch before presenting again.",deepseek,manual,cot,few,TRUE,manual_cot_few,,,
She slipped the ring onto her finger before leaving the house.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
She slipped the ring onto her finger before leaving the house.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
She slipped the ring onto her finger before leaving the house.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
She slipped the ring onto her finger before leaving the house.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The antique ring was displayed under glass at the museum.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The antique ring was displayed under glass at the museum.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The antique ring was displayed under glass at the museum.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The antique ring was displayed under glass at the museum.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
He noticed the ring only after the light caught the stone.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
He noticed the ring only after the light caught the stone.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
He noticed the ring only after the light caught the stone.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
He noticed the ring only after the light caught the stone.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The ring had been passed down through several generations.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The ring had been passed down through several generations.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The ring had been passed down through several generations.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The ring had been passed down through several generations.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
A sudden ring echoed through the quiet hallway.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
A sudden ring echoed through the quiet hallway.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
A sudden ring echoed through the quiet hallway.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
A sudden ring echoed through the quiet hallway.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
She paused when she heard a ring coming from the phone.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
She paused when she heard a ring coming from the phone.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
She paused when she heard a ring coming from the phone.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
She paused when she heard a ring coming from the phone.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The sharp ring cut through the noise of the crowd.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The sharp ring cut through the noise of the crowd.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The sharp ring cut through the noise of the crowd.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The sharp ring cut through the noise of the crowd.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
Everyone turned at the ring that signaled the end of class.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
Everyone turned at the ring that signaled the end of class.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
Everyone turned at the ring that signaled the end of class.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
Everyone turned at the ring that signaled the end of class.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
A ring of stones surrounded the fire pit.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
A ring of stones surrounded the fire pit.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
A ring of stones surrounded the fire pit.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
A ring of stones surrounded the fire pit.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The trees formed a ring around the clearing.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The trees formed a ring around the clearing.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The trees formed a ring around the clearing.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The trees formed a ring around the clearing.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
A dark ring appeared around the stain after it dried.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
A dark ring appeared around the stain after it dried.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
A dark ring appeared around the stain after it dried.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
A dark ring appeared around the stain after it dried.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The planet was encircled by a faint ring of dust.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The planet was encircled by a faint ring of dust.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The planet was encircled by a faint ring of dust.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The planet was encircled by a faint ring of dust.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
He straightened his tie before walking into the interview.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
He straightened his tie before walking into the interview.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
He straightened his tie before walking into the interview.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
He straightened his tie before walking into the interview.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The silk tie matched the jacket better than the previous one.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The silk tie matched the jacket better than the previous one.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The silk tie matched the jacket better than the previous one.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The silk tie matched the jacket better than the previous one.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
She bought a new tie as a gift for her father.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
She bought a new tie as a gift for her father.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
She bought a new tie as a gift for her father.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
She bought a new tie as a gift for her father.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
His tie was loosened after the long ceremony ended.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
His tie was loosened after the long ceremony ended.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
His tie was loosened after the long ceremony ended.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
His tie was loosened after the long ceremony ended.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The game ended in a tie after overtime.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The game ended in a tie after overtime.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The game ended in a tie after overtime.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The game ended in a tie after overtime.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
Both candidates finished the election in a tie.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
Both candidates finished the election in a tie.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
Both candidates finished the election in a tie.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
Both candidates finished the election in a tie.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The final score resulted in a tie between the teams.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The final score resulted in a tie between the teams.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The final score resulted in a tie between the teams.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The final score resulted in a tie between the teams.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
"After hours of debate, the vote produced a tie.",deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
"After hours of debate, the vote produced a tie.",deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
"After hours of debate, the vote produced a tie.",deepseek,manual,direct,few,TRUE,manual_direct_few,,,
"After hours of debate, the vote produced a tie.",deepseek,manual,cot,few,TRUE,manual_cot_few,,,
She used a rope to tie the boxes together.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
She used a rope to tie the boxes together.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
She used a rope to tie the boxes together.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
She used a rope to tie the boxes together.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
He learned how to tie the knot securely.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
He learned how to tie the knot securely.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
He learned how to tie the knot securely.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
He learned how to tie the knot securely.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
They worked together to tie the fence posts in place.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
They worked together to tie the fence posts in place.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
They worked together to tie the fence posts in place.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
They worked together to tie the fence posts in place.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The instructions explained how to tie the cables safely.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The instructions explained how to tie the cables safely.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The instructions explained how to tie the cables safely.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The instructions explained how to tie the cables safely.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
He used a file to smooth the sharp edge of the metal.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
He used a file to smooth the sharp edge of the metal.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
He used a file to smooth the sharp edge of the metal.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
He used a file to smooth the sharp edge of the metal.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The mechanic reached for a file to remove the burrs.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The mechanic reached for a file to remove the burrs.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The mechanic reached for a file to remove the burrs.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The mechanic reached for a file to remove the burrs.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
She ran the file across the surface until it was smooth.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
She ran the file across the surface until it was smooth.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
She ran the file across the surface until it was smooth.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
She ran the file across the surface until it was smooth.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
She decided to file a complaint with the city office.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
She decided to file a complaint with the city office.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
She decided to file a complaint with the city office.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
She decided to file a complaint with the city office.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
They will file the paperwork before the deadline.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
They will file the paperwork before the deadline.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
They will file the paperwork before the deadline.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
They will file the paperwork before the deadline.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
He plans to file his tax return tomorrow.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
He plans to file his tax return tomorrow.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
He plans to file his tax return tomorrow.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
He plans to file his tax return tomorrow.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
She opened the file on her computer to review the report.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
She opened the file on her computer to review the report.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
She opened the file on her computer to review the report.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
She opened the file on her computer to review the report.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The lawyer pulled the case file from the cabinet.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
The lawyer pulled the case file from the cabinet.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
The lawyer pulled the case file from the cabinet.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
The lawyer pulled the case file from the cabinet.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
Each employee has a file stored in the archive room.,deepseek,manual,direct,zero,TRUE,manual_direct_zero,,,
Each employee has a file stored in the archive room.,deepseek,manual,cot,zero,TRUE,manual_cot_zero,,,
Each employee has a file stored in the archive room.,deepseek,manual,direct,few,TRUE,manual_direct_few,,,
Each employee has a file stored in the archive room.,deepseek,manual,cot,few,TRUE,manual_cot_few,,,
The fisherman sat quietly on the bank watching the water.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The fisherman sat quietly on the bank watching the water.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The fisherman sat quietly on the bank watching the water.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The fisherman sat quietly on the bank watching the water.,claude,manual,cot,few,TRUE,manual_cot_few,,,
Extreme flooding has caused the bank to erode over time.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
Extreme flooding has caused the bank to erode over time.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
Extreme flooding has caused the bank to erode over time.,claude,manual,direct,few,TRUE,manual_direct_few,,,
Extreme flooding has caused the bank to erode over time.,claude,manual,cot,few,TRUE,manual_cot_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",claude,manual,direct,zero,TRUE,manual_direct_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",claude,manual,cot,zero,TRUE,manual_cot_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",claude,manual,direct,few,FALSE,manual_direct_few,ambiguous,sentence 2,sentence 2_ambiguous_manual_direct_few
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",claude,manual,cot,few,TRUE,manual_cot_few,,,
I went to the bank to apply for a loan.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
I went to the bank to apply for a loan.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
I went to the bank to apply for a loan.,claude,manual,direct,few,TRUE,manual_direct_few,,,
I went to the bank to apply for a loan.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The bank teller handed me my change.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The bank teller handed me my change.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The bank teller handed me my change.,claude,manual,direct,few,TRUE,manual_direct_few,,,
